"","date","Time.trap.pulled","Site","Sampler.s..names","Did.the.trap.fish.properly..Y.N.","Timer.start","Timer.end","X..Nights.Fished","Hours.Fished","Weather..S.PC.O.R.","Photo.taken..Y.N.","Notes","...13","Samples.processing","Subsample.","Metacarcinus.magistermegalopae","Metacarcinus.magisterinstar","...18","Cancer.productus","Metacarcinus.gracilis","Glebocarcinus.oregonensis","Lophopanopeus.bellus","Oregonia.gracilis","Hemigrapsus.sp.","Pugettia.sp.","Pinnixa.sp.","Fabia.sp.","...28","Surf.Smelt","Sand.Lance","Salmon","Gunnel","Sculpin","Flatfish","Pipefish","Amphipod","Isopod..Kelp","Isopod..Pill.Bug","Octopus","Polychaete","Shrimp","...42","Temperature..degrees.C.","Salinity..ppt.","Organization","totalCMagister","TotalDungenessCPUE","DungMegalopeCPUE","DungInstarCPUE"
"391",2019-06-24,"13:15:00","COR","Sarah Grossman Claire Cook","Y","21:00:00","05:00:00","2",16,"PC","Yes",NA,NA,"Fresh","N",560,0,NA,9436,0,0,0,0,0,0,0,0,NA,NA,"Present",NA,"Present",NA,NA,NA,"Present",NA,"Present",NA,"Present",NA,NA,NA,NA,"SITC",560,35,35,0
"392",2019-06-25,"10:45:00","COR","Sarah Grossman Claire Cook","Y","21:00:00","05:00:00","1",8,"S","Yes",NA,NA,"Fresh","N",311,0,NA,20891,0,0,0,0,0,0,0,0,NA,NA,"Present",NA,"Present",NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",311,38.875,38.875,0
"393",2019-06-27,"11:25:00","COR","Sarah Grossman Claire Cook","Y","21:00:00","05:00:00","2",16,"R","Yes",NA,NA,"Fresh","N",143,0,NA,2785,0,0,0,0,0,0,0,0,NA,NA,"Present",NA,"Present",NA,NA,NA,"Present",NA,"Present",NA,"Present","Present",NA,NA,NA,"SITC",143,8.9375,8.9375,0
"394",2019-06-29,"08:10:00","COR","Volunteer","Y","21:00:00","05:00:00","2",16,NA,"No",NA,NA,"Frozen","N",0,0,NA,3,0,176,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"395",2019-07-01,"14:00:00","COR","Claire Cook Lindy Hunter","Y","21:00:00","05:00:00","2",16,"S",NA,NA,NA,"Fresh","N",0,0,NA,133,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","Present",NA,NA,NA,"SITC",0,0,0,0
"396",2019-07-02,"13:30:00","COR","Claire Cook Julie Barber","Y","21:00:00","05:30:00","1",8.5,"O",NA,NA,NA,"Fresh","N",282,3,NA,14,0,0,0,0,0,1,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,"Present","Present",NA,NA,NA,"SITC",285,33.5294117647059,33.1764705882353,0.352941176470588
"397",2019-07-03,"11:49:00","COR","Julie Barber Lindy Hunter","Y","21:00:00","05:30:00","1",8.5,"O","Yes",NA,NA,"Fresh","N",234,2,NA,125,0,0,0,0,0,20,0,0,NA,NA,"Present",NA,"Present",NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",236,27.7647058823529,27.5294117647059,0.235294117647059
"398",2019-07-05,"08:10:00","COR","Volunteer","Y","21:00:00","05:30:00","2",17,NA,"Yes",NA,NA,"Frozen","N",79,9,NA,0,0,13,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",88,5.17647058823529,4.64705882352941,0.529411764705882
"399",2019-07-07,"11:05:00","COR","Volunteer","Y","21:00:00","05:30:00","2",17,NA,"Yes",NA,NA,"Frozen","N",57,0,NA,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",57,3.35294117647059,3.35294117647059,0
"400",2019-07-09,"12:00:00","COR","Sarah Grossman Claire Cook","Y","21:00:00","05:30:00","2",17,"S","Yes",NA,NA,"Fresh","N",176,13,NA,14,0,65,0,0,0,2,0,1,NA,NA,NA,NA,"Present",NA,NA,NA,"Present",NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",189,11.1176470588235,10.3529411764706,0.764705882352941
"401",2019-07-11,"11:50:00","COR","Sarah Grossman Claire Cook","Y","21:00:00","05:30:00","2",17,"O","Yes",NA,NA,"Fresh","N",5,0,NA,0,0,3,0,0,0,3,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,"Present",NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",5,0.294117647058824,0.294117647058824,0
"402",2019-07-13,"08:10:00","COR","Volunteer","Y","21:00:00","05:30:00","2",17,NA,"Yes",NA,NA,"Frozen","N",17,0,NA,0,0,11,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",17,1,1,0
"403",2019-07-15,"14:17:00","COR","Sarah Grossman Claire Cook","Y","21:00:00","05:30:00","2",17,"O","Yes",NA,NA,"Fresh","N",30,10,NA,0,0,22,0,0,0,6,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",40,2.35294117647059,1.76470588235294,0.588235294117647
"404",2019-07-17,"11:30:00","COR","Sarah Grossman Claire Cook","Y","21:00:00","05:30:00","2",17,"O",NA,NA,NA,"Fresh","N",11,3,NA,0,0,10,0,0,0,2,0,0,NA,NA,"Present",NA,"Present",NA,NA,NA,NA,NA,NA,NA,"Present","Present",NA,NA,NA,"SITC",14,0.823529411764706,0.647058823529412,0.176470588235294
"405",2019-07-18,"10:00:00","COR","Sarah Grossman Claire Cook","Y","21:00:00","05:30:00","1",8.5,"PC",NA,NA,NA,"Fresh","N",8,0,NA,0,0,4,0,0,0,2,0,0,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",8,0.941176470588235,0.941176470588235,0
"406",2019-07-20,"08:55:00","COR","Volunteer","Y","21:00:00","05:30:00","2",17,NA,"Yes",NA,NA,"Frozen","N",11,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",11,0.647058823529412,0.647058823529412,0
"407",2019-07-22,"11:45:00","COR","Sarah Grossman Claire Cook","Y","21:00:00","05:30:00","2",17,"S","Yes",NA,NA,"Fresh","N",61,10,NA,0,0,3,0,0,0,0,0,0,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",71,4.17647058823529,3.58823529411765,0.588235294117647
"408",2019-07-23,"11:45:00","COR","Claire Cook","Y","21:00:00","05:30:00","1",8.5,"S",NA,NA,NA,"Fresh","N",3,0,NA,0,0,45,0,0,0,0,0,0,NA,NA,"Present",NA,"Present",NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",3,0.352941176470588,0.352941176470588,0
"409",2019-07-25,"09:45:00","COR","Claire Cook Lindy Hunter","Y","21:00:00","05:30:00","2",17,"S",NA,NA,NA,"Fresh","N",1,0,NA,0,0,225,0,0,0,0,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,"Present",NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",1,0.0588235294117647,0.0588235294117647,0
"410",2019-07-27,"08:10:00","COR","Volunteer","Y","21:00:00","05:30:00","2",17,NA,NA,NA,NA,"Frozen","N",1,0,NA,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",1,0.0588235294117647,0.0588235294117647,0
"411",2019-07-29,"12:35:00","COR","Sarah Grossman Claire Cook","N","21:00:00","05:30:00",NA,NA,"S","No",NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",NA,NA,NA,NA
"412",2019-07-30,"12:07:00","COR","Sarah Grossman Claire Cook","Y","20:30:00","06:00:00","1",9.5,"S","Yes",NA,NA,"Fresh","N",2,0,NA,0,0,4,0,0,0,7,0,0,NA,NA,"Present",NA,"Present",NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",2,0.210526315789474,0.210526315789474,0
"413",2019-08-01,"12:30:00","COR","Claire Cook","Y","20:30:00","06:00:00","2",19,NA,NA,NA,NA,"Fresh","N",1,1,NA,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",2,0.105263157894737,0.0526315789473684,0.0526315789473684
"414",2019-08-03,"08:05:00","COR","Volunteer","Y","20:30:00","06:00:00","2",19,NA,NA,NA,NA,"Frozen","N",1,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",1,0.0526315789473684,0.0526315789473684,0
"415",2019-08-05,"11:00:00","COR","Sarah Grossman Claire Cook","Y","20:30:00","06:00:00","2",19,"S","Yes",NA,NA,"Fresh","N",2,1,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",3,0.157894736842105,0.105263157894737,0.0526315789473684
"416",2019-08-07,"10:45:00","COR","Claire Cook","Y","20:30:00","06:00:00","2",19,"O",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,1,0,0,NA,NA,"Present",NA,NA,NA,NA,NA,"Present",NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",0,0,0,0
"417",2019-08-08,"11:18:00","COR","Sarah Grossman Claire Cook","Y","20:30:00","06:00:00","1",9.5,"O",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,"Present",NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",0,0,0,0
"418",2019-08-10,"08:00:00","COR","Volunteer","Y","20:30:00","06:00:00","2",19,NA,NA,NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"419",2019-08-12,"11:45:00","COR","Sarah Grossman Claire Cook","Y","20:30:00","06:00:00","2",19,"PC","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",0,0,0,0
"420",2019-08-13,"11:15:00","COR","Sarah Grossman Claire Cook","Y","20:30:00","06:00:00","1",9.5,"S","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",0,0,0,0
"421",2019-08-15,"11:45:00","COR","Lindy Hunter","Y","20:30:00","06:00:00","2",19,"S",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,"Present",NA,"Present",NA,NA,NA,"Present",NA,NA,NA,"Present","Present",NA,NA,NA,"SITC",0,0,0,0
"422",2019-08-17,"08:05:00","COR","Volunteer","Y","20:30:00","06:00:00","2",19,NA,NA,NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"423",2019-08-19,"12:30:00","COR","Claire Cook","Y","20:00:00","06:30:00","2",21,"O",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"424",2019-08-21,"10:30:00","COR","Lindy Hunter","Y","20:00:00","06:30:00","2",21,"R",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"425",2019-08-22,"07:30:00","COR","Sarah Grossman","Y","20:00:00","06:30:00","1",10.5,"S",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present","Present",NA,NA,NA,"SITC",0,0,0,0
"426",2019-08-24,"08:05:00","COR","Volunteer","Y","20:00:00","06:30:00","2",21,NA,NA,NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"427",2019-08-26,"10:30:00","COR","Claire Cook Volunteer","Y","20:00:00","06:30:00","2",21,"S",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"428",2019-08-27,"10:40:00","COR","Sarah Grossman Claire Cook","Y","20:00:00","06:30:00","1",10.5,"S","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,"Present",NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"429",2019-08-29,"10:30:00","COR","Lindy Hunter","Y","20:00:00","06:30:00","2",21,"S",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"430",2019-08-31,"08:45:00","COR","Volunteer","Y","20:00:00","06:30:00","2",21,NA,NA,NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"431",2019-09-03,"10:00:00","COR","Sarah Grossman","Y","20:00:00","06:30:00","2",21,"S",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"432",2019-03-18,"09:06:00","OAK","Sarah Grossman Claire Cook","Y","19:00:00","07:30:00","2",25,"S",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Present","Present",NA,"Present",NA,"Present","Present",NA,NA,NA,"SITC",0,0,0,0
"433",2019-04-11,"11:13:00","OAK","Claire Cook Sarah Grossman","Y","20:00:00","06:30:00","2",21,"PC","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,1,0,0,0,0,0,NA,NA,"Present","Present",NA,NA,NA,NA,"Present","Present","Present",NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"434",2019-04-13,"13:09:00","OAK","Claire Cook Sarah Grossman","Y","20:00:00","06:30:00","2",21,"PC","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,4,0,0,0,0,0,NA,NA,"Present","Present",NA,NA,NA,NA,"Present",NA,"Present",NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"435",2019-04-15,"13:14:00","OAK","Claire Cook Sarah Grossman","Y","20:00:00","06:30:00","2",21,"S","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"436",2019-04-17,"14:00:00","OAK","Claire Cook","Y","20:00:00","06:00:00","2",20,"O",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,"Present",NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"437",2019-04-18,"11:07:00","OAK","Sarah Grossman Claire Cook","Y","20:00:00","06:00:00","1",10,"O","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"438",2019-04-23,"10:30:00","OAK","Claire Cook Sarah Grossman","Y","20:00:00","06:00:00","1",10,"O","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,6,0,0,0,0,0,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,"Present",NA,"Present","Present",NA,NA,NA,"SITC",0,0,0,0
"439",2019-04-25,"10:17:00","OAK","Sarah Grossman Claire Cook","Y","20:00:00","06:00:00","2",20,"S","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,"Present",NA,"Present","Present",NA,NA,NA,"SITC",0,0,0,0
"440",2019-04-29,"13:07:00","OAK","Sarah Grossman Claire Cook","Y","20:00:00","06:00:00","2",20,"S","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Present","Present",NA,NA,NA,"Present",NA,"Present",NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"441",2019-04-30,"13:00:00","OAK","Sarah Grossman Claire Cook","Y","20:30:00","06:00:00","1",9.5,"S","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,"Present",NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"442",2019-05-02,"11:00:00","OAK","Sarah Grossman","Y","20:30:00","06:00:00","2",19,"O","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,"Present",NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"443",2019-05-04,"06:05:00","OAK","Volunteer","Y","20:30:00","06:00:00","2",19,NA,"Yes",NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"444",2019-05-06,"11:06:00","OAK","Claire Cook","Y","20:30:00","06:00:00","2",19,"S",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Present","Present",NA,NA,"Present","Present",NA,"Present",NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"445",2019-05-08,"09:20:00","OAK","Claire Cook Sarah Grossman","Y","20:30:00","06:00:00","2",19,"O","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,NA,NA,"Present","Present",NA,NA,NA,"SITC",0,0,0,0
"446",2019-05-09,"11:30:00","OAK","Claire Cook Lindy Hunter","Y","20:30:00","06:00:00","1",9.5,"S",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Present","Present",NA,"Present",NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"447",2019-05-15,"11:25:00","OAK","Claire Cook","Y","20:30:00","06:00:00","2",19,"S",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"448",2019-05-16,"09:35:00","OAK","Sarah Grossman Claire Cook","Y","20:30:00","05:30:00","1",9,"S",NA,NA,NA,"Fresh","N",0,0,NA,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Present","Present",NA,"Present",NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"449",2019-05-18,"07:05:00","OAK","Volunteer","Y","20:30:00","05:30:00","2",18,NA,"Yes",NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"450",2019-05-20,"15:05:00","OAK","Sarah Grossman Julie Barber","Y","20:30:00","05:30:00","1",9,"R","Yes",NA,NA,"Fresh","N",0,0,NA,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,"Present",NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"451",2019-05-21,"09:45:00","OAK","Sarah Grossman Claire Cook","Y","20:30:00","05:30:00","1",9,"O",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,"Present",NA,"Present",NA,NA,NA,NA,"SITC",0,0,0,0
"452",2019-05-23,"12:15:00","OAK","Claire Cook","Y","20:30:00","05:30:00","2",18,"S",NA,NA,NA,"Fresh","N",0,0,NA,1,0,0,0,0,0,0,0,0,NA,NA,"Present",NA,"Present",NA,NA,"Present","Present",NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"453",2019-05-25,"07:15:00","OAK","Volunteer","Y","20:30:00","05:30:00","2",18,NA,"Yes",NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"454",2019-05-27,"12:00:00","OAK","Sarah Grossman","Y","20:30:00","05:30:00","2",18,"S","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",0,0,0,0
"455",2019-05-29,"12:03:00","OAK","Sarah Grossman Claire Cook","Y","21:00:00","05:30:00","2",17,"O","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Present","Present",NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",0,0,0,0
"456",2019-05-30,"10:30:00","OAK","Claire Cook","Y","21:00:00","05:30:00","1",8.5,"O",NA,NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",0,0,0,0
"457",2019-06-01,"07:03:00","OAK","Volunteer","Y","21:00:00","05:30:00","2",17,NA,"Yes",NA,NA,"Frozen","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",0,0,0,0
"458",2019-06-03,"11:30:00","OAK","Sarah Grossman Claire Cook","Y","21:00:00","05:30:00","1",8.5,"PC","Yes",NA,NA,"Fresh","N",0,0,NA,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Present",NA,NA,"Present",NA,NA,NA,NA,"Present","Present",NA,NA,NA,"SITC",0,0,0,0
"459",2019-06-04,"07:55:00","OAK","Sarah Grossman Claire Cook","Y","21:00:00","05:00:00","1",8,"S","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,"Present",NA,NA,NA,NA,"Present","Present",NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"460",2019-06-06,"10:00:00","OAK","Claire Cook","Y","21:00:00","05:00:00","2",16,NA,NA,NA,NA,"Fresh","N",0,0,NA,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"461",2019-06-13,"10:15:00","OAK","Sarah Grossman","Y","21:00:00","05:00:00","2",16,"S","Yes",NA,NA,"Fresh","N",1,0,NA,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",1,0.0625,0.0625,0
"462",2019-06-15,"07:00:00","OAK","Volunteer","Y","21:00:00","05:00:00","2",16,NA,"No",NA,NA,"Frozen","N",NA,1,NA,59,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",NA,NA,NA,0.0625
"463",2019-06-17,"11:15:00","OAK","Claire Cook Sarah Grossman","Y","21:00:00","05:00:00","2",16,"S","Yes",NA,NA,"Fresh","N",2,0,NA,143,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",2,0.125,0.125,0
"464",2019-06-19,"09:00:00","OAK","Sarah Grossman Claire Cook","Y","21:00:00","05:00:00","2",16,"O","Yes",NA,NA,"Fresh","N",1,0,NA,22,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",1,0.0625,0.0625,0
"465",2019-06-20,"11:15:00","OAK","Sarah Grossman Claire Cook","Y","21:00:00","05:00:00","1",8,"PC","Yes",NA,NA,"Fresh","N",0,0,NA,7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,NA,"SITC",0,0,0,0
"466",2019-06-22,"07:10:00","OAK","Volunteer","Y","21:00:00","05:00:00","2",16,NA,NA,NA,NA,"Frozen","N",1,1,NA,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",2,0.125,0.0625,0.0625
"467",2019-06-24,"11:30:00","OAK","Sarah Grossman","Y","21:00:00","05:00:00","2",16,"PC","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Present",NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
"468",2019-06-25,"10:14:00","OAK","Sarah Grossman Claire Cook","Y","21:00:00","05:00:00","1",8,"S","Yes",NA,NA,"Fresh","N",2,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,"Present",NA,NA,NA,NA,NA,NA,"SITC",2,0.25,0.25,0
"469",2019-06-27,"10:40:00","OAK","Sarah Grossman Claire Cook","Y","21:00:00","05:00:00","2",16,"R","Yes",NA,NA,"Fresh","N",0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,"Present",NA,"Present",NA,NA,NA,NA,"SITC",0,0,0,0
"470",2019-06-29,"07:00:00","OAK","Volunteer","Y","21:00:00","05:00:00","2",16,NA,"No",NA,NA,"Frozen","N",1,1,NA,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SITC",2,0.125,0.0625,0.0625
"471",2019-07-01,"13:30:00","OAK","Claire Cook Lindy Hunter","Y","21:00:00","05:00:00","2",16,"S",NA,NA,NA,"Fresh","N",0,0,NA,28,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Present",NA,NA,NA,"Present",NA,NA,NA,"SITC",0,0,0,0
